SYMBOL,2023-09-01,2023-01-03,2022-09-15,2023-09-15
JSLHISAR,,442.8,266.85,
JSWISPL,,32.75,29.3,
KALPATPOWR,,569.35,440.45,
KAMATHOTEL,,107.65,,209.6
KANANIIND,,9.2,9.65,8.15
KARMAENG,,29.05,34.5,
KAUSHALYA,,5.0,4.1,5.25
KAVVERITEL,,6.7,11.0,
KBCGLOBAL,,2.85,,
KESORAMIND,,61.1,59.95,
KILITCH,,152.95,171.4,
KOHINOOR,,55.6,69.05,35.25
KOKUYOCMLN,,85.8,73.8,
KOTARISUG,,45.85,41.95,
KREBSBIO,,114.4,122.4,
KRIDHANINF,,3.8,4.2,
KRITIKA,,12.5,37.05,
KRITINUT,,49.75,,
KSHITIJPOL,,25.65,,
KSOLVES,,444.9,,
LAGNAM,,62.4,79.8,
LAMBODHARA,,110.8,112.3,172.3
LANCER,,224.95,269.0,
LCCINFOTEC,,2.55,2.95,
LOKESHMACH,,107.9,,
LSIL,,17.55,14.2,
LYPSAGEMS,,5.75,6.05,
MAANALU,,176.65,182.8,
MADHUCON,,5.65,,
MAESGETF,,30.34,29.87,
MAFSETF,,19.32,18.75,
MAGNUM,,22.9,14.75,
MAHAPEXLTD,,129.95,115.5,
MAHASTEEL,,72.5,75.95,
MAHESHWARI,,69.05,82.3,
MAHINDCIE,,337.35,289.95,
MAM150ETF,,12.02,12.3,
MAMFGETF,,83.89,86.11,
MAN50ETF,,190.25,187.06,
MANXT50,,428.39,459.4,
MARINE,,34.2,34.55,
MARSHALL,,26.3,33.5,64.0
MAXVIL,,147.45,148.8,
MAZDA,,650.35,619.0,1048.9
MBLINFRA,,23.7,21.75,
MCL,,31.85,27.9,
MEGASOFT,,32.7,41.35,
MEGASTAR,,226.2,222.15,
MGEL,,35.35,43.4,
MHLXMIRU,,241.2,201.9,
MINDTECK,,138.95,143.65,
MIRCELECTR,,18.35,18.95,
MITTAL,,13.65,11.95,
MMP,,128.65,184.35,
MODISONLTD,,68.85,73.1,
MOTOGENFIN,,27.15,28.5,
MSPL,,9.95,9.85,
MURUDCERA,,42.55,30.6,
NAGREEKCAP,,18.3,12.8,
NAGREEKEXP,,39.55,37.7,
NDRAUTO,,574.9,499.6,
NGIL,,83.85,148.15,
NIBL,,22.2,28.0,
NILASPACES,,3.5,,
NIPPOBATRY,,400.85,352.65,
NIRAJ,,33.75,31.7,
NITIRAJ,,76.3,80.05,
NORBTEAEXP,,7.75,7.4,11.25
NURECA,,495.3,1000.8,361.0
OILCOUNTUB,,17.9,,
OMINFRAL,,41.6,38.6,
ONEPOINT,,16.1,10.9,
ORBTEXP,,156.05,165.75,
ORICONENT,,27.35,34.65,
ORIENTABRA,,29.0,32.7,
ORTINLAB,,24.25,23.45,
OSIAHYPER,,262.65,,
PANACHE,,59.5,70.15,
PANSARI,,72.4,118.15,
PAR,,153.4,166.25,
PATINTLOG,,14.85,15.0,
PILITA,,8.35,8.95,
PIONDIST,,183.75,172.3,
PODDARHOUS,,221.35,199.95,105.45
PRAKASHSTL,,5.1,5.8,
PRAXIS,,28.5,32.7,
PREMEXPLN,,419.75,494.75,
PREMIERPOL,,101.6,107.35,
PRESSMN,,46.5,44.8,
PRITIKAUTO,,16.05,18.2,
PROZONINTU,,33.35,23.55,
PVP,,10.55,8.55,
PVR,,1714.4,1845.5,
RADIOCITY,,25.1,25.0,16.1
RAJMET,,25.3,290.75,
RANEENGINE,,231.15,248.65,
RELINFRA,,138.6,,
REMSONSIND,,237.8,227.8,
REVATHI,,1078.5,903.6,
RHFL,,3.5,,
RITCO,,163.0,,
RKDL,,18.55,12.95,
ROLLT,,1.4,1.5,
RPPINFRA,,41.9,42.4,
RSSOFTWARE,,25.25,30.4,
RVHL,,24.4,22.45,
S&SPOWER,,22.8,19.2,
SABEVENTS,,5.55,7.45,
SADBHIN,,6.05,7.2,
SALSTEEL,,16.55,11.15,
SAMBHAAV,,4.1,5.15,
SANGHIIND,,71.65,,
SARVESHWAR,,88.75,,
SCAPDVR,,13.25,13.55,
SCPL,,619.65,,
SEPOWER,,17.05,20.8,
SERVOTECH,,169.9,144.15,
SETCO,,11.7,13.25,
SGIL,,133.6,153.8,
SHEMAROO,,169.6,149.25,
SHRADHA,,68.0,61.45,
SHREERAMA,,13.0,,
SHREYANIND,,162.75,135.35,
SIGIND,,39.0,42.55,
SILGO,,25.7,26.35,
SIMPLEXINF,,60.05,65.95,
SITINET,,1.7,1.75,
SMLT,,148.5,163.15,
SOMATEX,,9.25,7.95,
SOMICONVEY,,43.0,,
SOUTHWEST,,122.35,174.1,
SPICEJET,,38.35,44.75,
SPMLINFRA,,27.75,37.95,
SPTL,,2.8,,
SRPL,,62.35,90.2,
STARTECK,,137.9,140.35,
STEL,,164.65,153.55,
SUBCAPCITY,,84.85,160.05,
SUNCLAYLTD,,4949.85,4952.1,
SUNDRMBRAK,,324.6,378.55,
SUPREMEENG,,1.25,2.05,
SUPREMEINF,,24.0,,
SURANASOL,,22.95,26.85,
SUULD,,36.5,43.55,
SUVIDHAA,,5.15,6.15,
SVPGLOB,,29.7,40.9,
SWSOLAR,,270.35,299.0,
TARAPUR,,4.45,5.85,
TECHIN,,10.8,11.0,
TEMBO,,132.35,147.25,232.05
TERASOFT,,44.4,51.1,
TEXMOPIPES,,58.95,67.35,
THOMASCOOK,,74.2,78.9,
TIPSFILMS,,449.85,,
TIRUPATIFL,,22.55,14.65,
TOTAL,,162.75,161.2,
TOUCHWOOD,,103.75,99.8,
TPLPLASTEH,,31.15,171.55,
TREJHARA,,71.15,85.0,
TWL,,234.6,,
UCALFUEL,,128.7,140.9,
UFO,,93.95,124.05,
UMAEXPORTS,,49.0,51.35,
UNIINFO,,22.25,25.9,26.95
V2RETAIL,,99.15,124.6,
VARDMNPOLY,,19.4,23.55,
VCL,,5.75,10.6,1.85
VENUSREM,,182.2,211.95,
VIJIFIN,,3.25,2.75,
VINNY,,154.6,,
VIPCLOTHNG,,48.6,32.3,
WALCHANNAG,,71.7,,
WEIZMANIND,,103.5,95.05,
WELINV,,309.35,310.95,
WEWIN,,54.85,,
WFL,,269.5,201.55,
WILLAMAGOR,,21.9,,
WINDMACHIN,,45.85,38.4,
WINPRO,,3.95,5.15,
YAARI,,19.25,42.8,
ZEELEARN,,7.05,8.05,
ZENITHEXPO,,82.8,88.05,
ZENITHSTL,,5.55,5.95,4.15
ZENTEC,,187.95,214.4,
ZODIAC,,116.85,153.7,
ACRYSIL,,,699.6,
AKSHAR,,,117.95,
ANSALAPI,,,22.65,
ANSALHSG,,,7.0,
ARVEE,,,94.05,
BCONCEPTS,,,194.05,
BHAGYAPROP,,,41.85,
BSHSL,,,685.35,
BSL,,,146.85,
CROWN,,,38.9,
DHARAMSI,,,414.15,
ESSENTIA,,,6.05,
EXCEL,,,8.3,
FLEXITUFF,,,27.35,
FSC,,,28.45,
GAL,,,2.85,
GAYAPROJ,,,12.3,
GFSTEELS,,,3.05,
IMPEXFERRO,,,5.6,
INDOTHAI,,,171.4,
INDRAMEDCO,,,71.3,
JTLINFRA,,,201.9,
KHAITANLTD,,,47.35,
KHANDSE,,,29.45,
LOTUSEYE,,,67.55,
LTI,,,4596.45,
MINDTREE,,,3266.15,
MTEDUCARE,,,9.15,
NXTDIGITAL,,,459.85,
OMKARCHEM,,,22.1,
PALASHSECU,,,89.1,
SADBHAV,,,15.35,
SANCO,,,9.5,
SBC,,,8.95,
SETUINFRA,,,1.95,
SHRIRAMCIT,,,1948.6,
SIKKO,,,144.4,61.3
SRTRANSFIN,,,1325.95,
SUMEETINDS,,,6.2,
TCIDEVELOP,,,395.15,
TIJARIA,,,4.6,
TIL,,,122.1,
UNITEDPOLY,,,40.3,
VERTOZ,,,138.55,
VISASTEEL,,,14.2,
VIVIMEDLAB,,,11.1,
ABSLLIQUID,,,,1000.01
BTML,,,,139.5
EPIGRAL,,,,1006.75
GSEC10YEAR,,,,25.1
JIOFIN,,,,239.4
NIFMID150,,,,152.15
PYRAMID,,,,168.4
RISHABH,,,,447.6
SANDUMA,,,,1616.6
SIGMA,,,,463.1
TVSHLTD,,,,5532.35
VPRPL,,,,174.6
