SYMBOL,2022-09-15,2023-01-03,2023-09-01,2023-09-15
SUDARSCHEM,457.55,386.3,508.75,479.9
SUKHJITS,,432.65,393.1,431.95
SULA,,325.15,491.85,484.85
SUMICHEM,492.6,488.95,438.95,426.0
SUMMITSEC,710.0,653.95,906.25,956.25
SUNDARAM,3.15,2.85,2.55,3.2
SUNDARMFIN,2242.55,2301.55,2594.2,2719.3
SUNDARMHLD,87.45,95.1,121.15,118.6
SUNDRMFAST,905.45,960.15,1274.2,1239.55
SUNFLAG,93.75,121.0,204.6,208.8
SUNPHARMA,874.3,1009.1,1109.0,1149.8
SUNTECK,462.55,343.6,362.85,420.4
SUNTV,520.35,486.85,620.8,596.2
SUPERHOUSE,217.9,208.5,219.45,219.0
SUPERSPIN,12.25,8.9,8.5,8.3
SUPRAJIT,347.3,329.95,426.5,413.9
SUPREMEIND,2057.35,2384.4,4395.75,4120.15
SUPRIYA,341.85,239.95,278.85,298.25
SURANAT&P,12.4,12.0,11.75,12.0
SURYALAXMI,71.3,59.9,65.85,69.1
SURYAROSNI,502.95,514.5,976.15,993.5
SURYODAY,112.3,121.7,176.2,166.2
SUTLEJTEX,74.5,62.0,57.3,55.35
SUVEN,77.0,66.35,65.05,75.45
SUVENPHAR,479.75,493.3,514.5,557.3
SUZLON,9.15,10.75,25.0,24.2
SWANENERGY,239.6,329.65,306.2,289.9
SWARAJENG,1701.95,1587.7,2018.15,2033.7
SWELECTES,335.75,343.65,532.8,580.3
SYMPHONY,906.4,933.05,884.65,903.15
SYNCOMF,,8.55,8.6,8.65
SYNGENE,570.05,590.1,778.55,834.5
SYRMA,295.65,277.9,535.5,545.35
TAINWALCHM,96.9,119.6,130.95,129.45
TAJGVK,192.3,212.1,237.25,233.6
TAKE,26.3,23.8,23.85,
TALBROAUTO,484.8,552.05,1050.8,959.65
TANLA,810.05,717.75,967.25,1063.1
TARC,47.15,42.65,94.8,91.2
TARMAT,60.4,54.15,69.4,75.4
TARSONS,870.85,685.1,526.7,537.6
TASTYBITE,12159.55,10532.6,16913.75,16226.55
TATACHEM,1170.3,941.7,1071.15,1070.45
TATACOFFEE,236.95,220.35,251.25,258.45
TATACOMM,1239.15,1336.1,1852.4,1927.7
TATACONSUM,837.4,767.15,844.15,875.9
TATAELXSI,8885.25,6416.65,7284.1,7234.65
TATAINVEST,2691.3,2105.35,2450.55,2470.15
TATAMETALI,813.95,834.15,952.65,980.65
TATAMOTORS,447.25,393.9,611.2,634.25
TATAMTRDVR,219.95,212.45,406.05,429.25
TATAPOWER,245.4,211.35,255.35,263.95
TATASTEEL,107.0,118.45,127.05,131.95
TATASTLLP,652.0,705.2,811.85,833.9
TATVA,2531.95,2143.2,1722.15,1641.2
TBZ,78.75,78.6,117.2,115.3
TCI,735.25,619.65,812.1,784.8
TCIEXP,1940.4,1796.5,1409.1,1486.1
TCNSBRANDS,662.95,536.5,369.7,380.1
TCPLPACK,1249.6,1510.85,1911.4,2096.45
TCS,3104.35,3311.35,3379.2,3598.3
TDPOWERSYS,654.6,141.15,264.25,253.05
TEAMLEASE,3212.05,2527.15,2453.45,2621.05
TECH,28.12,29.41,32.37,34.17
TECHM,1083.0,1023.8,1228.05,1300.05
TECHNOE,286.75,343.85,534.55,513.1
TEGA,558.7,581.65,982.0,958.55
TEJASNET,633.25,601.8,854.9,857.45
TEXINFRA,66.1,60.2,85.0,73.85
TEXRAIL,51.15,59.2,148.25,141.0
TFCILTD,62.05,84.6,112.6,102.3
TFL,,9.8,10.45,10.25
TGBHOTELS,13.45,12.9,11.05,10.0
THANGAMAYL,1193.75,1070.5,1255.15,1237.25
THEINVEST,102.85,91.15,78.2,84.15
THEMISMED,967.35,1342.4,1595.45,1678.5
THERMAX,2469.2,1955.55,2800.15,2728.5
THYROCARE,713.6,614.9,537.85,569.5
TI,82.95,116.25,215.9,215.75
TIDEWATER,1103.05,1000.9,1154.6,1240.35
TIIL,856.75,900.1,2099.8,2154.6
TIINDIA,2649.25,2785.25,2988.15,3319.1
TIMESGTY,52.4,55.55,69.25,65.6
TIMETECHNO,119.9,95.25,145.85,156.85
TIMKEN,3140.0,3158.9,3197.85,3171.35
TINPLATE,328.65,349.4,398.1,410.65
TIPSINDLTD,1655.1,1748.2,330.15,318.5
TIRUMALCHM,244.7,210.85,229.35,226.4
TITAGARH,,,814.8,779.7
TITAN,2656.15,2613.6,3116.8,3248.6
TMB,,483.7,546.9,545.85
TNIDETF,57.21,54.98,64.66,68.14
TNPETRO,107.65,91.0,89.65,95.2
TNPL,249.6,239.05,258.8,270.7
TOKYOPLAST,110.9,99.35,100.6,97.85
TORNTPHARM,1499.4,1544.75,1785.8,1872.0
TORNTPOWER,553.7,499.45,665.2,724.15
TRACXN,,87.15,76.35,75.0
TREEHOUSE,13.8,17.95,15.6,16.7
TREL,,,33.5,42.2
TRENT,1435.2,1347.4,2063.1,2070.25
TRF,268.1,179.8,230.2,245.1
TRIDENT,39.45,34.4,39.6,39.0
TRIGYN,108.8,96.15,130.7,125.75
TRIL,47.9,56.4,117.2,169.7
TRITURBINE,220.4,244.7,389.35,433.35
TRIVENI,251.05,283.05,315.2,384.0
TRU,74.75,71.3,64.1,60.7
TTKHLTCARE,927.3,999.4,1171.75,1163.2
TTKPRESTIG,1039.3,802.15,802.0,786.5
TTL,95.4,90.1,99.95,96.05
TTML,,91.65,91.6,107.9
TV18BRDCST,40.7,37.7,49.05,45.45
TVSELECT,288.8,293.65,385.75,359.45
TVSMOTOR,1041.55,1041.55,1454.1,1502.9
TVSSCS,,,200.2,222.4
TVSSRICHAK,2719.4,3236.15,2945.85,2969.25
TVTODAY,300.6,247.2,222.3,221.8
TVVISION,,,3.15,3.15
UBL,1690.25,1669.8,1546.45,1611.0
UCOBANK,12.5,32.8,31.2,40.4
UDAICEMENT,35.85,31.95,32.05,32.05
UFLEX,773.6,559.6,472.7,443.8
UGARSUGAR,64.75,107.5,107.55,112.05
UGROCAP,199.0,155.15,299.6,294.0
UJJIVAN,226.8,283.0,478.65,509.45
UJJIVANSFB,25.25,30.85,48.8,49.3
ULTRACEMCO,6790.05,6993.6,8262.4,8728.35
UMANGDAIRY,68.6,62.2,74.8,69.2
UMESLTD,4.4,4.75,4.25,
UNICHEMLAB,386.4,308.55,417.4,413.4
UNIDT,372.4,265.3,221.0,255.85
UNIENTER,142.95,135.55,170.55,167.15
UNIONBANK,46.45,82.25,86.1,96.1
UNIPARTS,,573.8,634.0,588.55
UNITEDTEA,304.55,278.95,343.8,318.55
UNIVASTU,80.3,98.6,93.5,95.75
UNIVCABLES,226.7,339.95,488.35,467.6
UNIVPHOTO,524.95,514.25,400.3,396.6
UNOMINDA,559.4,526.9,609.55,623.55
UPL,742.6,719.35,603.0,634.65
URAVI,,,253.25,250.25
URJA,,10.2,9.9,9.9
USHAMART,134.05,190.65,358.15,347.05
USK,,,30.55,35.85
UTIAMC,807.0,846.8,746.9,784.5
UTIBANKETF,41.63,43.88,45.1,46.92
UTINEXT50,47.62,44.72,46.83,48.59
UTINIFTETF,1900.12,1940.12,2086.82,2161.92
UTISENSETF,637.32,651.37,702.76,730.91
UTISXN50,54.19,51.95,59.16,60.91
UTKARSHBNK,,,48.0,50.55
UTTAMSUGAR,261.35,291.9,377.5,431.5
VADILALIND,2686.65,2693.35,2631.4,2578.8
VAIBHAVGBL,383.5,305.0,449.35,441.65
VAISHALI,101.0,137.1,125.35,124.5
VAKRANGEE,39.15,28.25,15.55,17.65
VALIANTORG,830.1,589.6,504.95,505.2
VARDHACRLC,59.65,55.1,56.95,54.95
VARROC,402.6,299.3,423.1,450.8
VASCONEQ,27.8,35.05,62.2,56.55
VASWANI,24.1,18.75,28.15,30.15
VBL,1094.35,1306.7,910.45,915.65
VEDL,314.2,319.55,236.15,236.3
VENKEYS,2165.1,1931.55,1978.2,2013.9
VENUSPIPES,506.85,724.75,1535.25,1537.7
VERANDA,347.8,262.35,198.85,191.6
VESUVIUS,1485.6,1607.8,3364.4,3179.6
VETO,117.15,114.1,135.45,127.1
VGUARD,239.25,261.95,313.95,311.2
VHL,3524.9,2990.45,2902.65,3128.6
VIDHIING,430.35,376.55,455.9,428.45
VIJAYA,406.5,414.1,505.2,492.4
VIKASECO,3.5,3.45,3.0,
VIKASLIFE,5.05,4.75,4.3,6.0
VIMTALABS,358.35,433.5,571.5,553.85
VINATIORGA,2284.25,2001.9,1855.85,1893.1
VINDHYATEL,1335.3,1683.6,2313.75,2395.45
VINEETLAB,62.95,58.1,52.4,51.45
VINYLINDIA,872.95,521.2,473.7,463.0
VIPIND,660.6,680.45,660.35,690.75
VIPULLTD,12.85,,14.85,14.45
VISAKAIND,625.85,445.1,95.75,89.45
VISESHINFO,0.7,,0.45,
VISHAL,26.35,21.5,17.3,19.1
VISHNU,1993.75,1483.25,330.1,344.85
VISHWARAJ,18.15,18.6,18.35,19.0
VIVIDHA,1.45,1.25,1.0,1.05
VLEGOV,,,36.7,36.55
VLSFINANCE,155.8,161.15,214.05,200.9
VMART,2838.95,2987.0,2254.7,2119.4
VOLTAMP,2566.6,2697.85,5688.4,5114.6
VOLTAS,960.2,808.3,870.05,893.95
VRLLOG,649.1,546.0,679.45,736.2
VSSL,259.9,318.45,216.45,211.85
VSTIND,3198.95,3284.4,3652.4,3546.65
VSTTILLERS,2474.15,2291.15,3644.75,3564.6
VTL,349.75,323.7,391.7,394.9
WABAG,285.5,336.55,495.0,462.65
WATERBASE,89.8,76.15,89.05,86.65
WEALTH,269.9,348.75,314.4,314.55
WEBELSOLAR,118.75,94.55,123.55,143.65
WELCORP,263.75,233.55,338.6,397.4
WELENT,135.1,169.4,286.65,297.45
WELSPUNIND,84.55,76.55,123.45,123.45
WENDT,7882.7,7390.6,13595.5,14340.25
WESTLIFE,683.15,763.45,965.75,985.05
WHEELS,681.0,580.9,725.65,799.45
WHIRLPOOL,1745.95,1515.5,1631.55,1640.75
WINDLAS,241.75,244.95,388.6,368.0
WIPRO,415.05,397.05,416.35,441.05
WOCKPHARMA,270.9,229.1,242.7,246.8
WONDERLA,373.75,352.25,623.15,630.9
WORTH,125.1,112.15,117.15,112.15
WSTCSTPAPR,570.65,537.8,623.25,685.85
XCHANGING,83.75,68.85,91.0,94.4
XELPMOC,157.7,135.4,89.55,87.2
XPROINDIA,,689.1,927.1,994.25
YASHO,,,1805.9,1783.95
YATHARTH,,,373.7,386.95
YESBANK,17.15,22.05,17.35,18.3
YUKEN,565.15,541.3,752.15,732.0
ZEEL,273.75,240.1,262.55,274.15
ZEEMEDIA,,15.0,11.95,11.9
ZENSARTECH,228.7,215.7,533.9,527.75
ZFCVINDIA,9986.05,8958.1,14807.9,15410.7
ZIMLAB,,98.65,129.35,117.9
ZODIACLOTH,100.8,99.55,115.0,117.1
ZOMATO,64.6,58.95,97.2,102.95
ZOTA,316.65,349.4,437.2,409.45
ZUARI,188.05,165.55,160.95,162.7
ZUARIIND,179.0,145.0,143.85,151.7
ZYDUSLIFE,370.9,424.65,613.95,645.35
ZYDUSWELL,1602.85,1514.2,1633.45,1615.7
20MICRONS,109.45,93.4,,
3PLAND,18.05,17.2,,22.7
A2ZINFRA,12.0,10.15,,
AAKASH,15.25,6.85,,
AAREYDRUGS,40.7,38.05,,
AARON,,175.15,,
ACCURACY,241.65,165.2,,
ACEINTEG,,55.6,,
ADANITRANS,4105.4,2576.55,,
ADROITINFO,16.65,24.5,,30.15
AGRITECH,93.0,105.7,,
AIROLAM,73.65,86.65,,
AJOONI,41.05,6.75,,4.8
AJRINFRA,1.85,1.45,,
AKG,,36.95,,24.55
ALPSINDUS,2.7,2.4,,2.4
AMBICAAGAR,,25.6,,
AMDIND,,59.1,,
ANIKINDS,42.35,39.8,,
ANMOL,181.8,149.9,,
ANTGRAPHIC,1.0,0.85,,
APOLSINHOT,908.8,1282.3,,
ARCHIDPLY,92.65,72.95,,
ARCHIES,19.85,24.65,,
ARENTERP,35.25,40.65,,
ARROWGREEN,118.8,178.5,,
ARSHIYA,13.95,8.85,,
ARTNIRMAN,118.85,68.75,,
ASIANENE,84.3,72.85,,162.2
ASIANHOTNR,93.45,81.15,,
ATLANTA,18.9,16.4,,
AUTOIND,86.7,78.2,,
AXISCADES,176.0,307.25,,
AXITA,310.35,50.15,,
BAGFILMS,,5.0,,
BCP,5.55,4.95,,
BEARDSELL,23.0,24.4,,
BESTAGRO,1269.25,1533.5,,
BHANDARI,6.0,6.1,,
BIL,207.3,224.35,,
BINDALAGRO,29.55,26.2,,
BROOKS,,108.75,,
BVCL,,25.05,,
CAREERP,143.65,136.4,,
CCHHL,,7.75,,
CENTUM,509.25,689.3,,
CEREBRAINT,47.6,14.05,,
CINELINE,125.85,108.15,,
CLNINDIA,436.85,369.35,,
CMICABLES,24.65,20.8,,
CONSOFINVT,147.7,137.3,,
CORDSCABLE,66.05,83.45,,
CTE,72.35,56.8,,
CUBEXTUB,31.1,37.8,,48.0
CYBERTECH,155.85,132.5,,
DCMFINSERV,,5.45,,4.4
DEEPENR,123.6,130.05,,
DEVIT,226.15,127.15,,
DFMFOODS,362.15,460.25,,
DHANI,56.7,40.2,,
DIGISPICE,29.65,26.8,,
DUCON,15.7,12.65,,
DYCL,158.85,221.25,,
E2E,,179.7,,
EBANK,4549.99,4821.19,,
EBBETF0423,1186.65,1209.45,,
EIMCOELECO,396.1,387.55,,847.6
ELECTHERM,84.55,76.0,,
EMIL,,86.05,,
EQUITAS,107.15,129.4,,
ESSARSHPNG,9.75,9.8,,
EUROTEXIND,11.0,12.15,,
FCONSUMER,2.25,1.6,,
FEL,,1.95,,
FELDVR,,7.85,,
GANGAFORGE,6.05,4.55,,
GAYAHWS,,0.85,,
GEEKAYWIRE,72.2,73.3,,
GENCON,33.55,33.75,,
GINNIFILA,38.5,33.8,,
GKWLIMITED,589.2,554.8,,
GLOBAL,307.1,202.6,,189.05
GLOBALVECT,58.55,53.5,,
GLOBE,6.6,4.6,,4.1
GODHA,3.55,1.9,,
GOLDTECH,54.55,47.65,,
GOYALALUM,,195.2,,
GPTINFRA,116.3,54.8,,
GREENPOWER,9.2,11.6,,
GRPLTD,1974.6,2121.15,,
GSCLCEMENT,43.1,38.5,,
GUJAPOLLO,224.55,198.95,,
HBANKETF,414.97,436.67,,
HCL-INSYS,17.3,16.8,,
HDFC,2459.4,2664.7,,
HDFCMFGETF,44.03,49.0,,
HDFCNIFETF,193.89,197.2,,
HDFCSENETF,651.08,665.88,,
HILTON,77.55,65.95,,164.75
HINDCON,101.5,89.0,,
HIRECT,195.45,230.45,,
HISARMETAL,134.5,144.45,,
HITECHCORP,245.2,221.1,,
HMVL,61.15,55.65,,
HOVS,59.05,50.15,,
HUBTOWN,,45.75,,
IDBIGOLD,4595.9,5081.55,,
IIFLWAM,1706.7,1775.1,,
IITL,72.95,83.35,,
INDOBORAX,139.65,135.8,,
INDOTECH,233.8,184.65,,
INDSWFTLTD,9.5,12.05,,
INEOSSTYRO,920.0,799.0,,
INOXLEISUR,522.4,497.9,,
INSPIRISYS,60.0,59.35,,
IRIS,83.2,78.55,,
IVC,9.2,7.65,,
IVZINNIFTY,1979.15,2012.25,,
IZMO,78.15,76.3,,
JAIBALAJI,46.05,56.25,,
JBFIND,12.3,9.05,,
JBMA,400.9,517.15,,
JETFREIGHT,22.55,20.3,,
JHS,25.75,22.15,,
JISLDVREQS,21.45,19.0,,
JMCPROJECT,104.25,139.1,,
JSLHISAR,266.85,442.8,,
JSWISPL,29.3,32.75,,
KALPATPOWR,440.45,569.35,,
KAMATHOTEL,,107.65,,209.6
KANANIIND,9.65,9.2,,8.15
KARMAENG,34.5,29.05,,
KAUSHALYA,4.1,5.0,,5.25
KAVVERITEL,11.0,6.7,,
KBCGLOBAL,,2.85,,
KESORAMIND,59.95,61.1,,
KILITCH,171.4,152.95,,
KOHINOOR,69.05,55.6,,35.25
KOKUYOCMLN,73.8,85.8,,
KOTARISUG,41.95,45.85,,
KREBSBIO,122.4,114.4,,
KRIDHANINF,4.2,3.8,,
KRITIKA,37.05,12.5,,
KRITINUT,,49.75,,
KSHITIJPOL,,25.65,,
KSOLVES,,444.9,,
LAGNAM,79.8,62.4,,
LAMBODHARA,112.3,110.8,,172.3
LANCER,269.0,224.95,,
LCCINFOTEC,2.95,2.55,,
LOKESHMACH,,107.9,,
LSIL,14.2,17.55,,
LYPSAGEMS,6.05,5.75,,
MAANALU,182.8,176.65,,
MADHUCON,,5.65,,
MAESGETF,29.87,30.34,,
MAFSETF,18.75,19.32,,
MAGNUM,14.75,22.9,,
MAHAPEXLTD,115.5,129.95,,
MAHASTEEL,75.95,72.5,,
MAHESHWARI,82.3,69.05,,
MAHINDCIE,289.95,337.35,,
MAM150ETF,12.3,12.02,,
MAMFGETF,86.11,83.89,,
MAN50ETF,187.06,190.25,,
MANXT50,459.4,428.39,,
MARINE,34.55,34.2,,
MARSHALL,33.5,26.3,,64.0
MAXVIL,148.8,147.45,,
MAZDA,619.0,650.35,,1048.9
MBLINFRA,21.75,23.7,,
MCL,27.9,31.85,,
MEGASOFT,41.35,32.7,,
MEGASTAR,222.15,226.2,,
MGEL,43.4,35.35,,
MHLXMIRU,201.9,241.2,,
MINDTECK,143.65,138.95,,
MIRCELECTR,18.95,18.35,,
MITTAL,11.95,13.65,,
MMP,184.35,128.65,,
MODISONLTD,73.1,68.85,,
MOTOGENFIN,28.5,27.15,,
MSPL,9.85,9.95,,
MURUDCERA,30.6,42.55,,
NAGREEKCAP,12.8,18.3,,
NAGREEKEXP,37.7,39.55,,
NDRAUTO,499.6,574.9,,
NGIL,148.15,83.85,,
NIBL,28.0,22.2,,
NILASPACES,,3.5,,
NIPPOBATRY,352.65,400.85,,
NIRAJ,31.7,33.75,,
NITIRAJ,80.05,76.3,,
NORBTEAEXP,7.4,7.75,,11.25
NURECA,1000.8,495.3,,361.0
OILCOUNTUB,,17.9,,
OMINFRAL,38.6,41.6,,
ONEPOINT,10.9,16.1,,
ORBTEXP,165.75,156.05,,
ORICONENT,34.65,27.35,,
ORIENTABRA,32.7,29.0,,
ORTINLAB,23.45,24.25,,
OSIAHYPER,,262.65,,
PANACHE,70.15,59.5,,
PANSARI,118.15,72.4,,
PAR,166.25,153.4,,
PATINTLOG,15.0,14.85,,
PILITA,8.95,8.35,,
PIONDIST,172.3,183.75,,
PODDARHOUS,199.95,221.35,,105.45
PRAKASHSTL,5.8,5.1,,
PRAXIS,32.7,28.5,,
PREMEXPLN,494.75,419.75,,
PREMIERPOL,107.35,101.6,,
PRESSMN,44.8,46.5,,
PRITIKAUTO,18.2,16.05,,
PROZONINTU,23.55,33.35,,
PVP,8.55,10.55,,
PVR,1845.5,1714.4,,
RADIOCITY,25.0,25.1,,16.1
RAJMET,290.75,25.3,,
RANEENGINE,248.65,231.15,,
RELINFRA,,138.6,,
REMSONSIND,227.8,237.8,,
REVATHI,903.6,1078.5,,
RHFL,,3.5,,
RITCO,,163.0,,
RKDL,12.95,18.55,,
ROLLT,1.5,1.4,,
RPPINFRA,42.4,41.9,,
RSSOFTWARE,30.4,25.25,,
RVHL,22.45,24.4,,
S&SPOWER,19.2,22.8,,
SABEVENTS,7.45,5.55,,
SADBHIN,7.2,6.05,,
SALSTEEL,11.15,16.55,,
SAMBHAAV,5.15,4.1,,
SANGHIIND,,71.65,,
SARVESHWAR,,88.75,,
SCAPDVR,13.55,13.25,,
SCPL,,619.65,,
SEPOWER,20.8,17.05,,
SERVOTECH,144.15,169.9,,
SETCO,13.25,11.7,,
SGIL,153.8,133.6,,
SHEMAROO,149.25,169.6,,
SHRADHA,61.45,68.0,,
SHREERAMA,,13.0,,
SHREYANIND,135.35,162.75,,
SIGIND,42.55,39.0,,
SILGO,26.35,25.7,,
SIMPLEXINF,65.95,60.05,,
SITINET,1.75,1.7,,
SMLT,163.15,148.5,,
SOMATEX,7.95,9.25,,
SOMICONVEY,,43.0,,
SOUTHWEST,174.1,122.35,,
SPICEJET,44.75,38.35,,
SPMLINFRA,37.95,27.75,,
SPTL,,2.8,,
SRPL,90.2,62.35,,
STARTECK,140.35,137.9,,
STEL,153.55,164.65,,
SUBCAPCITY,160.05,84.85,,
SUNCLAYLTD,4952.1,4949.85,,
SUNDRMBRAK,378.55,324.6,,
SUPREMEENG,2.05,1.25,,
SUPREMEINF,,24.0,,
SURANASOL,26.85,22.95,,
SUULD,43.55,36.5,,
SUVIDHAA,6.15,5.15,,
SVPGLOB,40.9,29.7,,
SWSOLAR,299.0,270.35,,
TARAPUR,5.85,4.45,,
TECHIN,11.0,10.8,,
TEMBO,147.25,132.35,,232.05
TERASOFT,51.1,44.4,,
TEXMOPIPES,67.35,58.95,,
THOMASCOOK,78.9,74.2,,
TIPSFILMS,,449.85,,
TIRUPATIFL,14.65,22.55,,
TOTAL,161.2,162.75,,
TOUCHWOOD,99.8,103.75,,
TPLPLASTEH,171.55,31.15,,
TREJHARA,85.0,71.15,,
TWL,,234.6,,
UCALFUEL,140.9,128.7,,
UFO,124.05,93.95,,
UMAEXPORTS,51.35,49.0,,
UNIINFO,25.9,22.25,,26.95
V2RETAIL,124.6,99.15,,
VARDMNPOLY,23.55,19.4,,
VCL,10.6,5.75,,1.85
VENUSREM,211.95,182.2,,
VIJIFIN,2.75,3.25,,
VINNY,,154.6,,
VIPCLOTHNG,32.3,48.6,,
WALCHANNAG,,71.7,,
WEIZMANIND,95.05,103.5,,
WELINV,310.95,309.35,,
WEWIN,,54.85,,
WFL,201.55,269.5,,
WILLAMAGOR,,21.9,,
WINDMACHIN,38.4,45.85,,
WINPRO,5.15,3.95,,
YAARI,42.8,19.25,,
ZEELEARN,8.05,7.05,,
ZENITHEXPO,88.05,82.8,,
ZENITHSTL,5.95,5.55,,4.15
ZENTEC,214.4,187.95,,
ZODIAC,153.7,116.85,,
ACRYSIL,699.6,,,
AKSHAR,117.95,,,
ANSALAPI,22.65,,,
ANSALHSG,7.0,,,
ARVEE,94.05,,,
BCONCEPTS,194.05,,,
BHAGYAPROP,41.85,,,
BSHSL,685.35,,,
BSL,146.85,,,
CROWN,38.9,,,
DHARAMSI,414.15,,,
ESSENTIA,6.05,,,
EXCEL,8.3,,,
FLEXITUFF,27.35,,,
FSC,28.45,,,
GAL,2.85,,,
GAYAPROJ,12.3,,,
GFSTEELS,3.05,,,
IMPEXFERRO,5.6,,,
INDOTHAI,171.4,,,
INDRAMEDCO,71.3,,,
JTLINFRA,201.9,,,
KHAITANLTD,47.35,,,
KHANDSE,29.45,,,
LOTUSEYE,67.55,,,
LTI,4596.45,,,
MINDTREE,3266.15,,,
MTEDUCARE,9.15,,,
NXTDIGITAL,459.85,,,
OMKARCHEM,22.1,,,
PALASHSECU,89.1,,,
SADBHAV,15.35,,,
SANCO,9.5,,,
SBC,8.95,,,
SETUINFRA,1.95,,,
SHRIRAMCIT,1948.6,,,
SIKKO,144.4,,,61.3
SRTRANSFIN,1325.95,,,
SUMEETINDS,6.2,,,
TCIDEVELOP,395.15,,,
TIJARIA,4.6,,,
TIL,122.1,,,
UNITEDPOLY,40.3,,,
VERTOZ,138.55,,,
VISASTEEL,14.2,,,
VIVIMEDLAB,11.1,,,
ABSLLIQUID,,,,1000.01
BTML,,,,139.5
EPIGRAL,,,,1006.75
GSEC10YEAR,,,,25.1
JIOFIN,,,,239.4
NIFMID150,,,,152.15
PYRAMID,,,,168.4
RISHABH,,,,447.6
SANDUMA,,,,1616.6
SIGMA,,,,463.1
TVSHLTD,,,,5532.35
VPRPL,,,,174.6
