SYMBOL,2022-09-15,2023-01-03,2023-09-01,2023-09-15
CYIENT,839.0,820.0,1709.75,1711.9
CYIENTDLM,,,622.4,679.2
DAAWAT,108.5,119.45,164.7,166.8
DABUR,563.45,560.85,553.35,565.5
DALBHARAT,1764.35,1872.15,2123.55,2387.6
DALMIASUG,354.45,388.35,376.4,464.0
DAMODARIND,54.2,51.95,49.25,53.2
DANGEE,26.5,18.6,12.7,11.0
DATAMATICS,333.15,283.45,564.95,596.35
DATAPATTNS,1181.55,1138.95,2469.8,2072.75
DBCORP,146.45,130.45,227.65,243.3
DBL,240.95,223.4,321.8,311.35
DBOL,,202.85,166.9,178.65
DBREALTY,103.65,93.2,150.15,163.3
DBSTOCKBRO,31.6,24.1,28.65,29.15
DCAL,106.9,94.55,157.95,156.9
DCBBANK,111.95,130.8,117.25,120.25
DCM,85.05,83.35,78.1,74.75
DCMNVL,198.55,169.65,174.4,166.8
DCMSHRIRAM,1107.95,894.25,1034.55,1037.35
DCMSRIND,84.65,74.1,135.25,132.35
DCW,57.0,50.85,54.2,58.5
DCXINDIA,,223.0,341.7,308.1
DECCANCE,567.75,505.3,530.2,549.4
DEEPAKFERT,919.35,693.75,603.75,637.3
DEEPAKNTR,2230.35,1998.95,2226.05,2242.25
DEEPINDS,239.6,290.75,244.05,259.8
DELHIVERY,579.95,337.45,438.15,439.25
DELPHIFX,411.1,389.9,382.25,376.15
DELTACORP,221.5,216.7,182.7,180.7
DELTAMAGNT,75.35,79.9,98.15,
DEN,36.4,35.2,43.6,47.1
DENORA,814.15,672.9,1627.75,1640.65
DEVYANI,190.3,177.75,197.05,211.45
DGCONTENT,16.35,16.65,19.55,20.75
DHAMPURSUG,230.7,244.6,257.65,312.75
DHANBANK,12.7,21.1,23.8,29.25
DHANUKA,712.3,719.85,789.1,845.7
DHARMAJ,,212.8,217.0,213.65
DHRUV,61.3,56.35,55.0,60.55
DHUNINV,704.5,683.15,703.45,751.7
DIAMONDYD,798.65,869.55,939.95,887.6
DICIND,392.35,383.25,473.15,439.6
DIL,33.4,13.55,10.0,
DISHTV,16.3,18.8,18.1,19.6
DIVGIITTS,,,938.05,957.45
DIVISLAB,3605.45,3393.0,3589.3,3815.5
DIVOPPBEES,46.32,47.8,56.1,58.47
DIXON,4584.4,3922.15,5057.25,5059.0
DJML,,152.65,153.9,150.35
DLF,411.0,380.05,503.25,532.4
DLINKINDIA,191.2,227.5,326.4,331.2
DMART,4525.85,4060.9,3761.05,3796.0
DMCC,,288.15,352.6,321.55
DNAMEDIA,4.0,3.45,3.05,3.1
DODLA,531.55,505.1,739.1,699.7
DOLATALGO,72.85,63.9,50.45,48.9
DOLLAR,541.1,426.15,434.9,444.0
DONEAR,60.45,93.05,104.7,109.3
DPABHUSHAN,410.9,290.0,491.0,546.5
DPSCLTD,14.9,13.2,14.8,16.55
DPWIRES,433.6,422.4,676.35,655.85
DRCSYSTEMS,,,43.35,38.3
DREAMFOLKS,409.15,373.1,507.1,494.5
DREDGECORP,319.5,389.05,514.55,495.9
DRREDDY,4169.0,4238.35,5578.55,5819.5
DSPBANKETF,,,44.75,46.89
DSPGOLDETF,,,59.15,58.7
DSPITETF,,,31.35,33.36
DSPN50ETF,181.45,184.34,198.12,205.21
DSPNEWETF,209.01,210.01,235.55,244.17
DSPPSBKETF,,,45.3,50.5
DSPPVBKETF,,,23.41,23.98
DSPQ50ETF,175.11,162.91,192.25,194.63
DSPSENXETF,,,65.44,68.0
DSPSILVETF,56.13,69.7,73.7,71.06
DSSL,309.1,349.75,726.95,695.2
DTIL,219.35,232.6,213.8,229.7
DVL,253.3,242.25,259.8,270.25
DWARKESH,103.4,105.4,90.0,103.65
DYNAMATECH,2393.25,2456.2,3863.9,3865.05
DYNPRO,322.2,318.25,390.65,359.8
EASEMYTRIP,392.8,53.15,40.8,39.95
EBBETF0425,1084.69,1097.5,1148.93,1152.89
EBBETF0430,1221.35,1233.97,1295.66,1301.15
EBBETF0431,1092.47,1104.54,1156.27,1158.43
EBBETF0433,,1005.44,1053.31,1055.78
ECLERX,2303.4,1278.55,1624.75,1850.95
EDELWEISS,68.1,64.25,54.35,54.5
EICHERMOT,3622.25,3213.45,3400.4,3427.2
EIDPARRY,595.35,575.8,477.1,562.3
EIFFL,156.8,171.3,143.55,147.0
EIHAHOTELS,461.75,428.85,493.9,480.45
EIHOTEL,181.4,179.15,272.25,236.65
EKC,123.1,100.5,118.0,126.5
ELDEHSG,661.85,596.55,728.85,711.25
ELECON,389.45,373.15,900.45,761.25
ELECTCAST,37.45,39.2,68.6,65.95
ELGIEQUIP,524.85,410.25,493.4,520.05
ELGIRUBCO,37.9,35.95,50.05,57.45
ELIN,,226.25,176.85,165.3
EMAMILTD,515.55,429.75,535.6,547.7
EMAMIPAP,185.45,145.15,132.4,139.7
EMAMIREAL,76.2,82.9,80.3,84.45
EMKAY,88.0,77.0,88.35,85.5
EMMBI,103.55,97.2,88.65,109.25
EMUDHRA,322.15,309.7,498.1,492.15
ENDURANCE,1504.1,1381.3,1659.6,1621.3
ENERGYDEV,22.5,19.45,17.65,20.1
ENGINERSIN,69.7,80.1,157.75,153.15
ENIL,173.95,155.05,156.35,148.85
EPL,172.75,169.6,195.9,198.6
EQUITASBNK,50.9,59.35,88.8,85.65
ERIS,699.55,661.25,812.35,821.7
EROSMEDIA,,28.25,18.1,18.8
ESABINDIA,3443.15,4253.05,5400.05,5145.35
ESCORTS,2000.6,2166.8,3133.9,3151.95
ESG,,,31.78,32.92
ESTER,176.45,132.95,95.75,94.1
ETHOSLTD,1035.85,1015.25,1654.85,1728.8
EVEREADY,336.25,355.55,420.15,405.1
EVERESTIND,686.1,773.7,1210.05,1112.05
EXCELINDUS,1462.15,1149.3,947.75,912.9
EXIDEIND,173.45,180.9,265.75,268.25
EXPLEOSOL,1364.0,1188.4,1356.45,1426.05
EXXARO,113.6,122.25,144.2,139.15
FACT,122.95,337.0,467.2,566.8
FAIRCHEMOR,2005.35,1301.45,1144.65,1156.95
FAZE3Q,,278.35,395.7,380.4
FCL,362.75,252.1,313.15,326.45
FCSSOFT,3.15,2.8,2.3,2.75
FDC,280.35,274.05,380.4,372.85
FEDERALBNK,122.05,137.75,143.8,148.25
FIBERWEB,39.6,36.2,30.75,32.55
FIEMIND,1728.25,1739.85,2004.65,1827.1
FILATEX,108.9,45.85,48.85,46.45
FINCABLES,476.45,560.85,1093.4,1114.65
FINEORG,6979.1,5646.85,4817.4,4989.8
FINOPB,279.35,247.5,355.55,344.5
FINPIPE,145.35,188.85,248.05,226.05
FIVESTAR,,627.5,728.25,687.55
FLUOROCHEM,3611.65,3100.3,3073.55,3125.4
FMGOETZE,301.1,314.1,364.0,369.45
FMNL,5.7,5.8,6.75,
FOCUS,140.55,311.35,770.2,803.5
FOODSIN,82.9,,183.75,171.4
FORCEMOT,1385.7,1499.35,3496.55,3780.15
FORTIS,306.55,283.6,324.4,330.5
FOSECOIND,1968.1,1933.9,3642.35,3425.1
FSL,113.0,103.9,167.8,169.4
FUSION,,396.0,623.3,616.15
GABRIEL,163.95,190.85,318.0,317.55
GAEL,286.45,253.4,260.65,290.35
GAIL,91.2,96.8,121.35,123.85
GALAXYSURF,3304.25,2467.25,2669.4,2651.0
GALLANTT,62.55,63.8,92.8,96.6
GANDHITUBE,470.55,519.15,722.5,685.8
GANECOS,641.6,924.45,1052.15,1008.1
GANESHBE,126.95,142.5,172.55,160.65
GANESHHOUC,383.95,364.3,428.2,440.05
GANGESSECU,110.6,124.0,115.7,130.45
GARFIBRES,3502.3,3122.8,3187.25,3138.65
GATEWAY,70.85,69.25,86.05,86.7
GATI,188.45,143.1,147.05,167.55
GEECEE,153.25,157.15,182.9,199.0
GENESYS,,443.9,346.85,356.25
GENSOL,,,1920.0,1875.45
GENUSPAPER,16.6,18.75,18.85,19.1
GENUSPOWER,88.05,84.55,271.5,270.15
GEOJITFSL,52.95,47.95,57.85,53.1
GEPIL,159.25,138.0,174.9,176.1
GESHIP,548.65,661.9,768.2,836.25
GET&D,136.7,116.5,316.1,378.25
GFLLIMITED,78.35,65.15,84.0,82.25
GHCL,689.55,532.8,607.65,647.8
GHCLTEXTIL,,,79.1,77.45
GICHSGFIN,143.95,232.0,180.25,207.15
GICRE,129.3,196.3,219.55,235.15
GILLANDERS,71.55,75.55,74.25,78.95
GILLETTE,5404.0,5015.15,5537.2,6281.85
GILT5YBEES,49.56,50.33,52.85,53.08
GIPCL,92.3,83.7,128.5,142.85
GLAND,2322.8,1575.75,1768.1,1696.15
GLAXO,1405.9,1303.85,1438.3,1600.25
GLENMARK,393.35,434.7,757.05,856.5
GLFL,3.85,2.9,3.7,3.4
GLOBUSSPR,878.8,842.95,892.4,932.8
GLS,428.15,418.8,631.8,646.2
GMBREW,627.55,617.35,598.05,663.05
GMDCLTD,155.2,151.8,249.3,288.6
GMMPFAUDLR,1920.95,1601.05,1670.3,1839.45
GMRINFRA,40.2,40.8,62.95,60.65
GMRP&UI,28.3,23.2,28.45,42.05
GNA,744.15,720.3,545.55,495.25
GNFC,771.55,567.3,623.4,650.85
GOACARBON,476.75,561.65,530.9,528.25
GOCLCORP,293.15,363.95,431.5,434.4
GOCOLORS,1288.75,1174.4,1352.5,1387.85
GODFRYPHLP,1160.0,1998.85,2132.35,2069.9
GODREJAGRO,525.6,474.9,480.65,492.5
GODREJCP,929.0,892.75,1005.35,1002.05
GODREJIND,476.5,438.1,536.95,574.95
GODREJPROP,1390.7,1243.1,1643.65,1660.85
GOKEX,345.65,366.4,770.85,775.6
GOKUL,31.0,42.95,30.8,34.1
GOKULAGRO,91.65,133.45,111.25,115.2
GOLDBEES,43.05,47.63,50.37,50.12
GOLDETF,,,59.2,58.9
GOLDIAM,140.2,134.3,126.15,129.85
GOLDSHARE,43.05,47.6,50.6,50.25
GOODLUCK,484.95,388.7,577.9,582.55
GOODYEAR,1170.8,1140.45,1358.75,1316.35
GPIL,293.9,409.0,621.55,623.8
GPPL,93.35,104.2,129.95,131.5
GRANULES,318.2,326.45,302.3,331.25
GRAPHITE,393.15,384.3,476.55,506.8
GRASIM,1808.3,1717.05,1811.5,1972.85
GRAUWEIL,71.15,87.55,137.45,134.9
GRAVITA,328.35,449.5,783.75,804.0
GREAVESCOT,174.9,137.05,148.75,146.05
GREENLAM,329.65,331.4,443.65,457.6
GREENPANEL,444.0,341.9,381.5,385.6
GREENPLY,202.0,146.35,163.45,160.9
GRINDWELL,2225.0,1847.2,2251.05,2066.2
GRINFRA,1343.15,1178.7,1275.1,1263.25
GRMOVER,442.7,417.8,183.65,215.5
GROBTEA,1015.55,876.55,906.45,890.2
GRSE,340.4,492.5,815.75,844.9
GRWRHITECH,789.85,670.55,1237.05,1258.1
GSFC,147.8,139.8,177.6,172.85
GSLSU,,,179.85,173.75
GSPL,252.7,272.05,277.35,279.1
GSS,239.9,254.5,197.0,206.45
GTL,8.95,8.1,7.6,
GTLINFRA,1.5,1.2,0.75,1.3
GTPL,173.75,136.9,153.85,183.65
GUFICBIO,236.45,225.35,323.3,299.15
GUJALKALI,944.1,778.95,731.95,742.1
GUJGASLTD,530.65,490.6,458.0,451.3
GULFOILLUB,462.7,432.4,585.1,551.75
GULFPETRO,60.6,42.8,45.8,45.4
GULPOLY,270.1,266.55,222.2,227.65
GVKPIL,,3.2,5.0,7.9
HAL,2544.15,2539.05,3941.75,3947.65
HAPPSTMNDS,1034.0,887.4,924.7,941.95
HARDWYN,263.15,339.35,38.9,39.8
HARIOMPIPE,282.15,359.1,630.4,586.45
HARRMALAYA,163.05,141.05,137.65,157.9
HARSHA,,387.85,446.85,431.95
HATHWAY,17.45,17.6,16.9,18.1
HATSUN,1084.25,899.9,1180.85,1186.45
HAVELLS,1358.4,1127.95,1377.75,1431.05
HBLPOWER,103.2,105.25,274.3,265.7
HBSL,58.0,55.8,57.7,56.45
HCC,13.25,21.45,29.0,25.1
HCG,271.25,284.15,350.45,362.2
HCLTECH,919.9,1041.35,1185.8,1304.6
HDFCAMC,2009.75,2189.65,2431.25,2726.05
HDFCBANK,1520.7,1639.35,1574.7,1661.75
HDFCBSE500,,,31.04,28.04
HDFCGOLD,,,51.99,51.64
HDFCGROWTH,,87.58,96.86,101.06
HDFCLIFE,566.75,595.6,641.35,644.9
HDFCLIQUID,,,999.99,1000.0
